movie_ID;num_critic_for_reviews;picture_type;duration;director_facebook_likes;actor_1_facebook_likes;actor_2_facebook_likes;actor_3_facebook_likes;movie_facebook_likes;num_voted_users;language;num_user_for_reviews;budget;origin_country;title_year;movie_rating;aspect_ratio;countries_launched_in;content_rating;gross
1274;1.0;Color;113.0;1.0;1034.0;1223;1121;0;55130.0;English;415.0;71957572.84;USA;2007;6.1;1.89;11.0;R;49121934.0
1275;122.0;Color;;62.0;0.0;16297;1108;0;6046.0;English;393.0;36399716.52;USA;2001;6.5;2.39;1.0;R;17804273.0
1276;55.0;Color;93.0;14.0;609.0;280;217;1007;115687.0;English;88.0;2036601.454;USA;2002;8.3;2.39;20.0;R;1186323.0
1277;489.0;Color;94.0;70.0;19918.0;779;718;0;5883.0;English;643.0;42550986.71;USA;2009;6.9;1.89;31.0;PG;114053579.0
1278;1.0;Color;104.0;0.0;19026.0;15819;11081;16081;22.0;English;30.0;80851184.79;USA;2012;6.8;2.39;42.0;R;22525921.0
1279;133.0;Color;127.0;446.0;11000.0;1000;898;0;55999.0;English;385.0;36432582.0;USA;1999;7.3;2.39;1.0;R;28871190.0
1280;665.0;Color;57.0;0.0;0.0;0;0;0;239313.0;English;564.0;271861616.3;USA;1982;4.9;1.89;87.0;PG-13;78656813.0
1281;;Color;121.0;1020.0;1527.0;919;910;97;62317.0;English;63.0;6388905.395;USA;2012;4.1;2.39;17.0;R;5881504.0
1282;122.0;;99.0;0.0;16000.0;360;93;0;180235.0;French;235.0;2388882.0;USA;1964;8.0;1.89;1.0;R;3500000.0
1283;112.0;Color;97.0;25.0;517.0;86;57;0;76428.0;French;110.0;7059664.0;USA;2004;7.9;2.39;92.0;R;3629758.0
1284;71.0;Color;118.0;13.0;770.0;205;116;0;58695.0;English;222.0;7016548.39;USA;2000;7.0;1.89;1.0;R;17174870.0
1285;763.0;Color;97.0;409.0;9690.0;485;455;0;6604.0;English;544.0;50883074.22;USA;1987;6.8;1.89;13.0;PG-13;69688384.0
1286;24.0;Color;113.0;9.0;71.0;65;12;63;13571.0;English;35.0;15863718.0;USA;2002;5.4;1.89;11.0;R;19184015.0
1287;105.0;;125.0;159.0;3000.0;61;39;0;1574.0;English;215.0;80123885.0;USA;2002;6.5;2.39;1.0;R;18306166.0
1288;18.0;Color;104.0;53.0;2000.0;595;576;158;141605.0;English;111.0;1923148.0;USA;2001;4.1;2.39;50.0;R;5974653.0
1289;265.0;Color;106.0;142.0;25027.0;974;517;137585;367961.0;English;347.0;1360979.099;USA;2014;8.6;1.89;77.0;R;13092000.0
1290;362.0;Color;99.0;0.0;2521.0;828;742;16843;157758.0;English;1.0;111707466.4;USA;1968;8.4;2.39;17.0;R;47000000.0
1291;469.0;;75.0;65.0;3313.0;931;784;0;89557.0;English;367.0;43513711.33;USA;2003;6.3;1.89;51.0;PG-13;104354205.0
1292;1.0;Color;37.0;1331.0;0.0;0;0;0;9022.0;English;1.0;172645447.1;USA;2002;2.5;2.39;23.0;NC-17;42642512.44
1293;428.0;Black and White;156.0;18766.0;33200.0;25279;1216;36869;80694.0;English;591.0;70165954.04;USA;2014;7.7;2.39;28.0;PG-13;79883359.0
1294;;Color;103.0;45.0;489.0;181;107;445;75921.0;French;132.0;1604788.0;China;2005;5.6;1.89;73.0;R;668171.0
1295;199.0;Color;115.0;48.0;12598.0;896;190;9021;193300.0;English;160.0;8157465.363;USA;2012;5.6;2.39;83.0;R;10324441.0
1296;73.0;Color;85.0;74.0;1009.0;750;542;0;42331.0;;49.0;4714755.776;USA;2016;4.5;2.39;38.0;R;17314483.0
1297;243.0;Color;;130.0;0.0;87;0;17000;36041.0;English;190.0;135068.8334;USA;2010;7.3;1.89;1.0;R;304137.0
1298;396.0;Black and White;108.0;993.0;588.0;1027;725;35008;26156.0;English;329.0;52710736.52;USA;2013;8.5;1.89;8.0;R;17613460.0
1299;259.0;;112.0;231.0;411.0;410;175;12978;59617.0;French;174.0;3269906.593;USA;2007;8.0;2.39;38.0;R;5990075.0
1300;361.0;Color;104.0;270.0;3678.0;254;227;76063;18666.0;English;352.0;49800292.83;USA;2014;7.6;1.89;1.0;R;18996755.0
1301;303.0;Color;117.0;238.0;0.0;0;0;20412;229290.0;French;181.0;1547403.194;USA;2009;8.5;1.89;86.0;R;1185783.0
1302;101.0;Color;95.0;611.0;9.0;4;3;784;24294.0;French;20.0;177755.9508;;2009;5.7;1.89;12.0;R;190666.0
1303;208.0;Color;37.0;;294.0;0;0;0;5328.0;English;263.0;7743415.484;USA;1968;8.3;2.39;19.0;R;5923044.0
1304;368.0;Color;118.0;752.0;33213.0;700;482;36411;51875.0;English;180.0;62026592.02;USA;2012;5.5;1.89;10.0;NC-17;34964818.0
1305;13.0;Color;92.0;12.0;0.0;0;0;206;119891.0;French;1.0;1964983.621;Others;1995;7.5;2.39;24.0;R;1652472.0
1306;180.0;Color;167.0;5362.0;1509.0;1030;561;0;10110.0;Others;473.0;;UK;1999;8.2;1.89;26.0;R;4157491.0
1307;32.0;Color;83.0;69.0;0.0;748;48;707;3271.0;English;34.0;15745140.75;USA;1955;5.1;1.89;26.0;R;15180000.0
1308;253.0;;106.0;0.0;22000.0;11000;1000;39000;280988.0;English;342.0;36950930.0;USA;2015;5.6;2.39;100.0;PG-13;78747585.0
1309;21.0;Color;98.0;70.0;876.0;324;90;843;562801.0;English;62.0;3095988.0;USA;1986;5.3;1.89;45.0;R;1953732.0
1310;1.0;Color;147.0;230.0;762.0;426;431;1748;17121.0;Others;75.0;151411.3237;USA;1969;7.9;1.89;55.0;;3130592.0
1311;159.0;Color;105.0;660.0;1411.0;794;765;836;243602.0;English;68.0;29543.05883;Others;2001;6.8;2.39;89.0;R;23106.0
1312;1.0;Color;152.0;0.0;0.0;0;577;0;17001.0;English;212.0;123641710.5;USA;1981;7.6;2.39;36.0;R;35183792.0
1313;678.0;Color;135.0;396.0;10993.0;1121;1139;0;24812.0;English;387.0;304726650.5;;2006;7.2;2.39;1.0;PG-13;148213377.0
1314;617.0;Color;183.0;571.0;29847.0;33554;22922;0;87959.0;English;642.0;298708052.4;USA;2002;8.3;1.89;1.0;R;95632984.98
1315;184.0;Color;76.0;28.0;544.0;201;38;0;43839.0;English;395.0;233720354.7;USA;1999;7.5;1.89;39.0;R;64267897.0
1316;43.0;Color;119.0;374.0;19239.0;18174;387;0;405934.0;English;142.0;16479224.4;USA;1986;7.9;2.39;89.0;R;34700000.0
1317;368.0;Black and White;65.0;0.0;351.0;2;0;0;259083.0;;317.0;9563.88902;UK;1997;7.9;1.89;57.0;R;488872.0
1318;762.0;Black and White;99.0;0.0;4104.0;714;58;0;240566.0;English;2342.0;274218323.6;USA;2012;4.0;1.89;70.0;PG;75030163.0
1319;149.0;Color;87.0;12.0;3008.0;966;644;0;834.0;English;249.0;31158879.87;USA;2008;3.8;1.89;6.0;PG-13;32178777.0
1320;5.0;;71.0;0.0;658.0;434;438;0;59319.0;Dutch;165.0;11842982.27;USA;1996;6.5;1.89;50.0;R;17278980.0
1321;281.0;Color;107.0;0.0;18203.0;677;239;31179;152992.0;English;287.0;65293910.24;USA;2014;7.2;2.39;73.0;PG-13;32154410.0
1322;152.0;Color;89.0;0.0;954.0;890;550;22944;113238.0;English;519.0;3150364.653;USA;1954;9.2;1.89;59.0;R;1229197.0
1323;371.0;Color;99.0;130.0;490.0;244;61;41395;8494.0;English;351.0;6483461.148;USA;2015;4.2;2.39;14.0;PG-13;56114221.0
1324;108.0;Color;74.0;0.0;0.0;0;0;0;158313.0;English;591.0;137970061.4;USA;2012;1.6;1.89;93.0;R;26421314.0
1325;77.0;Color;85.0;24.0;13011.0;1001;266;467;185364.0;English;74.0;61963092.01;USA;2006;5.0;2.39;87.0;PG;28424210.0
1326;90.0;Color;88.0;35.0;441.0;357;337;129;228352.0;English;32.0;116260558.0;USA;2006;5.4;2.39;69.0;R;22738541.45
1327;1.0;Color;92.0;0.0;2492.0;827;752;0;105448.0;English;1.0;174065116.7;USA;2010;3.5;2.39;20.0;PG-13;49392095.0
1328;134.0;;82.0;196.0;15151.0;21840;122;0;104309.0;English;448.0;49783644.32;USA;1987;8.9;2.39;1.0;R;10725228.0
1329;357.0;Color;134.0;0.0;15000.0;13000;11000;13000;62861.0;English;2254.0;209174937.0;USA;2005;7.7;1.89;11.0;PG-13;83025853.0
1330;583.0;Color;82.0;1.0;973.0;489;370;0;81107.0;English;511.0;396378550.1;USA;1997;5.9;1.89;44.0;PG-13;100491683.0
1331;351.0;Color;138.0;0.0;13598.0;0;0;0;124095.0;English;412.0;82884535.73;USA;2003;8.1;2.39;22.0;R;24006726.0
1332;625.0;Color;107.0;2000.0;19505.0;0;0;0;28196.0;English;614.0;52861025.15;USA;1976;5.7;2.39;28.0;R;69800000.0
1333;764.0;Color;115.0;0.0;1000.0;1030;1036;0;64972.0;English;532.0;210142790.2;USA;1969;5.2;2.39;8.0;PG-13;69700000.0
1334;390.0;Color;162.0;22839.0;23008.0;966;769;28432;61707.0;English;454.0;5372258.2;USA;2009;7.4;1.89;1.0;PG;32741596.0
1335;209.0;Color;85.0;9.0;567.0;269;100;0;7870.0;English;307.0;120651437.0;USA;2005;7.5;2.39;2.0;G;56068547.0
1336;370.0;Color;76.0;0.0;0.0;929;260;0;22.0;English;243.0;244515076.5;USA;2011;6.8;2.39;1.0;R;65703726.94
1337;80.0;;85.0;0.0;0.0;398;0;258;12383.0;English;109.0;2596846.078;USA;2006;2.4;1.89;13.0;R;4142507.0
1338;375.0;Color;93.0;566.0;28020.0;20668;13353;49071;194736.0;English;573.0;28407509.97;USA;2010;8.0;1.89;12.0;R;32391374.0
1339;300.0;Color;88.0;0.0;91.0;439;135;0;36859.0;English;305.0;91793416.98;USA;1987;6.6;1.89;22.0;PG;44793200.0
1340;8.0;Color;128.0;57.0;725.0;269;147;1204;22.0;Others;26.0;4263861.448;USA;1969;6.9;2.39;15.0;R;29200000.0
1341;759.0;Color;76.0;0.0;10690.0;0;1345;0;13692.0;English;326.0;;USA;1999;3.6;2.39;14.0;NC-17;82569532.0
1342;317.0;Color;121.0;540.0;1042.0;1041;1126;0;490578.0;English;314.0;71835892.37;USA;2001;7.3;2.39;42.0;PG-13;69304264.0
1343;38.0;Color;104.0;122.0;22000.0;472;458;392;1716.0;English;86.0;8314315.0;USA;1998;6.7;1.89;11.0;R;3386698.0
1344;264.0;Color;106.0;0.0;17000.0;681;273;29000;29929.0;English;274.0;65298262.0;USA;2013;7.1;2.39;18.0;PG-13;32154410.0
1345;181.0;Color;101.0;8.0;544.0;449;110;0;79106.0;;120.0;59608259.0;USA;2010;6.1;1.89;61.0;R;27758465.0
1346;42.0;Color;83.0;0.0;0.0;808;650;21013;231312.0;English;51.0;58399.94355;USA;2011;8.5;1.89;80.0;R;1752214.0
1347;1.0;Color;136.0;454.0;11000.0;0;0;0;8388.0;English;18.0;85863969.2;USA;2012;7.6;2.39;1.0;PG-13;43532294.0
1348;338.0;Color;163.0;0.0;8116.0;723;80;0;45500.0;English;418.0;40365495.62;USA;2016;6.7;2.39;7.0;R;51814190.0
1349;151.0;Color;;193.0;0.0;0;0;0;124414.0;English;39.0;;USA;2013;7.1;1.89;1.0;PG-13;23324666.0
1350;26.0;Color;103.0;111.0;1043.0;1000;993;831;148490.0;English;73.0;21726453.13;USA;1998;7.4;2.39;52.0;PG-13;22294341.0
1351;;Color;172.0;0.0;15974.0;1183;747;6045;15740.0;English;278.0;13989299.8;USA;1978;8.1;2.39;;PG-13;70001698.0
1352;71.0;Color;101.0;1.0;411.0;81;80;0;22.0;English;142.0;24661969.13;USA;2005;6.1;1.89;1.0;R;12189514.0
1353;;Color;97.0;545.0;14000.0;1000;529;19000;126332.0;English;410.0;69227902.0;USA;2010;5.9;2.39;6.0;R;60128566.0
1354;381.0;Black and White;85.0;14654.0;804.0;919;772;26279;11622.0;English;155.0;23145733.8;USA;2012;7.1;1.89;16.0;PG;35287788.0
1355;1.0;Color;130.0;424.0;1186.0;0;0;0;168485.0;English;168.0;154182235.0;USA;1995;8.0;2.39;50.0;R;40159857.91
1356;115.0;Color;169.0;;775.0;641;141;0;22.0;English;328.0;6435297.468;USA;1987;7.7;2.39;12.0;R;8373585.0
1357;71.0;Color;113.0;179.0;119.0;14;11;0;7885.0;French;257.0;;Others;1998;8.0;2.39;16.0;R;5595428.0
1358;559.0;Color;115.0;0.0;17688.0;3034;487;0;159621.0;English;976.0;190900202.9;USA;1950;8.1;2.39;71.0;R;115000000.0
1359;140.0;Color;97.0;31.0;2055.0;2057;558;0;83472.0;English;84.0;16560857.14;USA;2011;6.3;2.39;1.0;R;6923891.0
1360;390.0;Color;115.0;172.0;5086.0;0;298;58114;125421.0;English;319.0;49771816.79;USA;2014;7.6;2.39;32.0;R;18996755.0
1361;410.0;Color;183.0;478.0;0.0;0;0;19585;400313.0;English;414.0;500134382.8;USA;1990;8.4;2.39;100.0;R;147637474.0
1362;338.0;Color;57.0;628.0;169.0;18;17;0;367515.0;French;240.0;1251276.375;USA;2008;6.6;2.39;100.0;R;1487477.0
1363;132.0;Color;78.0;0.0;0.0;0;0;0;249400.0;English;600.0;10004400.75;USA;2008;5.0;2.39;14.0;R;24430272.0
1364;;Color;132.0;40.0;13865.0;916;376;0;5500.0;English;332.0;164145463.5;USA;2005;6.9;2.39;1.0;R;50815288.0
1365;31.0;Color;90.0;204.0;1000.0;697;697;69;416416.0;English;28.0;13821.0;USA;1998;6.2;2.39;77.0;R;99147.0
1366;144.0;Color;110.0;212.0;1186.0;1240;306;871;147566.0;English;57.0;608840.8182;USA;2016;6.1;2.39;7.0;PG;20668843.0
1367;98.0;Color;89.0;17.0;12000.0;708;303;361;225841.0;English;190.0;50257495.0;USA;2001;5.5;1.89;76.0;PG-13;45207480.41
1368;197.0;Color;87.0;0.0;38497.0;26842;5454;29853;44151.0;English;548.0;13925710.63;USA;2016;1.6;1.89;6.0;R;8828771.0
1369;589.0;Color;120.0;50.0;760.0;750;726;38650;16840.0;English;215.0;270952425.1;USA;2016;7.0;1.89;11.0;PG-13;150366793.7
1370;1.0;Color;91.0;0.0;27336.0;20313;6573;0;161991.0;English;1.0;39692067.97;USA;1992;8.3;1.89;91.0;;25625110.0
1371;1.0;Color;104.0;20477.0;22980.0;0;602;0;1466.0;;446.0;8956684.837;USA;1986;5.5;1.89;7.0;PG;37754208.0
1372;252.0;Color;114.0;0.0;16751.0;1240;252;29544;28130.0;English;113.0;37706589.5;USA;2013;5.4;2.39;20.0;PG-13;54540525.0
1373;;Color;79.0;19.0;575.0;99;52;0;2253.0;French;35.0;7056754.553;UK;2004;8.7;2.39;8.0;R;3629758.0
1374;116.0;Color;103.0;84.0;12000.0;10000;664;0;91564.0;English;194.0;12112397.0;USA;2000;6.0;1.89;10.0;PG-13;37035515.0
1375;9.0;Color;100.0;0.0;250.0;89;51;133;111959.0;English;40.0;688287.0;USA;2001;6.7;1.89;38.0;R;902835.0
1376;221.0;Color;121.0;603.0;1356.0;253;0;92133;180720.0;French;1.0;4047536.653;Others;2009;7.8;1.89;82.0;R;4105123.0
1377;29.0;Color;97.0;420.0;695.0;635;585;666;43876.0;English;41.0;10148328.0;USA;1997;6.1;1.89;56.0;PG-13;41067398.0
1378;294.0;Color;70.0;0.0;33510.0;3087;1556;27386;115328.0;English;139.0;10905202.37;USA;2014;6.4;2.39;46.0;R;5354039.0
1379;111.0;Color;111.0;27.0;17140.0;783;127;0;8215.0;English;55.0;292759.7146;USA;2010;7.0;2.39;28.0;R;152857.0
1380;18.0;Color;113.0;3.0;4011.0;813;720;666;26697.0;English;1.0;46233932.86;USA;2007;6.7;1.89;41.0;R;27457409.0
1381;160.0;Color;99.0;52.0;22051.0;1002;148;10024;15560.0;English;117.0;19649996.41;;2009;7.2;1.89;7.0;R;8855646.0
1382;122.0;Color;91.0;11.0;1000.0;891;121;0;47237.0;English;444.0;94603497.0;USA;1997;7.2;1.89;35.0;R;45857453.0
1383;227.0;Color;160.0;801.0;0.0;0;0;30190;96073.0;English;342.0;309290.1707;USA;2009;7.4;1.89;16.0;R;2208939.0
1384;145.0;Color;86.0;383.0;957.0;928;791;649;89895.0;English;149.0;1571264.469;USA;2006;6.3;2.39;7.0;R;5542025.0
1385;1.0;Color;64.0;113.0;764.0;0;0;0;177745.0;English;163.0;17642916.2;USA;2015;5.2;2.39;8.0;R;33349949.0
1386;;Color;116.0;425.0;954.0;568;204;263;57573.0;English;377.0;10851477.0;USA;1986;5.9;2.39;32.0;PG;49851591.0
1387;662.0;Color;64.0;0.0;917.0;661;121;0;2410.0;English;723.0;292630853.5;USA;2011;5.0;2.39;15.0;PG-13;126930660.0
1388;203.0;Color;235.0;201.0;1722.0;1197;836;17955;94943.0;French;167.0;7620728.56;UK;2012;8.3;2.39;1.0;R;5501940.0
1389;311.0;Color;106.0;51.0;23000.0;0;0;0;28107.0;English;298.0;117051389.6;USA;1996;6.4;2.39;1.0;R;52885587.0
1390;62.0;Color;103.0;0.0;386.0;551;491;0;297947.0;English;53.0;74919239.15;USA;1978;6.8;2.39;98.0;PG-13;42365600.0
1391;216.0;Black and White;85.0;0.0;469.0;63;39;0;22.0;Cantonese;231.0;6806.717463;USA;2001;7.3;1.89;2.0;R;488872.0
1392;51.0;Color;91.0;4.0;33.0;3;0;0;69847.0;English;102.0;2768.0;USA;1998;6.7;1.89;1.0;R;124494.0
1393;88.0;Color;125.0;66.0;0.0;0;0;0;22.0;French;259.0;2098000.256;Others;1997;7.7;1.89;6.0;R;9473382.0
1394;224.0;Color;115.0;180.0;1000.0;535;87;0;89770.0;English;110.0;11571444.0;USA;2015;5.8;1.89;27.0;R;10640645.0
1395;254.0;Color;109.0;59.0;14241.0;438;460;0;4996.0;English;508.0;25543009.86;USA;2006;4.3;2.39;29.0;PG-13;28031250.0
1396;30.0;Color;81.0;0.0;10306.0;0;650;380;12651.0;English;108.0;13884.40753;USA;2001;7.5;1.89;1.0;R;70527.0
1397;392.0;Color;107.0;90.0;2526.0;1085;1075;22334;12935.0;English;279.0;23013647.64;USA;2005;7.1;1.89;1.0;PG-13;71519230.0
1398;1.0;Color;49.0;;0.0;0;0;0;11315.0;English;1.0;128678971.3;USA;2007;3.6;1.89;21.0;PG-13;34606528.94
1399;138.0;Color;125.0;0.0;;16086;873;1676;14930.0;English;360.0;36219355.83;USA;2001;6.8;1.89;37.0;R;17804273.0
1400;285.0;Color;129.0;0.0;32993.0;1777;1709;0;105404.0;English;1.0;17617078.3;USA;2015;7.0;1.89;81.0;R;11538204.0
1401;210.0;Color;121.0;163.0;723.0;651;482;0;164708.0;English;614.0;71301276.0;USA;2006;6.2;1.89;77.0;PG-13;80150343.0
1402;370.0;Color;117.0;1231.0;0.0;0;0;60434;78495.0;English;485.0;47406983.07;USA;2016;7.3;1.89;36.0;R;26003149.0
1403;152.0;Color;111.0;46.0;37519.0;1148;1102;1315;54223.0;English;158.0;6070280.669;USA;2009;7.5;1.89;37.0;R;10996440.0
1404;31.0;Color;106.0;81.0;;811;687;111;55677.0;English;70.0;24308.0;USA;1999;5.4;1.89;39.0;R;399793.0
1405;263.0;Color;122.0;339.0;2144.0;1020;913;20333;14169.0;English;199.0;;USA;2016;6.4;2.39;81.0;PG-13;30523568.0
1406;36.0;Color;124.0;253.0;2000.0;934;861;1428;42838.0;English;68.0;444679.2232;USA;1997;7.6;1.89;30.0;R;777423.0
1407;489.0;Color;110.0;0.0;834.0;469;62;70578;57900.0;English;363.0;6437565.863;USA;2007;2.4;1.89;21.0;PG;56114221.0
1408;221.0;Color;120.0;0.0;11432.0;14510;122;28901;156268.0;English;50.0;128914829.3;USA;2015;7.1;2.39;3.0;PG-13;53215979.0
1409;740.0;Black and White;226.0;22612.0;14615.0;669;0;66222;112251.0;English;1881.0;83202777.4;USA;1986;9.2;2.39;1.0;PG;96067179.0
1410;221.0;Color;97.0;132.0;363.0;467;327;0;109323.0;English;592.0;380668816.4;USA;2006;6.2;1.89;23.0;PG-13;89706988.0
1411;46.0;Color;95.0;15.0;1000.0;786;461;1000;22.0;English;76.0;28122521.0;USA;2006;6.2;1.89;1.0;R;20998709.0
1412;268.0;Color;133.0;1011.0;644.0;490;0;0;27584.0;French;620.0;11658580.54;UK;2001;7.9;2.39;32.0;R;11041228.0
1413;107.0;Color;140.0;0.0;14769.0;598;100;0;11982.0;English;248.0;53322736.4;USA;2002;6.8;1.89;8.0;PG-13;35168677.0
1414;254.0;Color;102.0;0.0;19170.0;1034;1163;0;190468.0;English;303.0;250687332.9;USA;2005;6.1;1.89;79.0;PG-13;94125426.0
1415;86.0;;96.0;22.0;13678.0;426;375;809;102788.0;English;329.0;22210143.61;USA;1998;4.4;2.39;27.0;R;14967182.0
1416;665.0;Color;110.0;0.0;0.0;728;612;5265;259837.0;English;791.0;174180693.4;USA;2007;7.2;1.89;46.0;PG-13;143151473.0
1417;36.0;Color;113.0;0.0;607.0;269;256;1000;238113.0;English;59.0;18768307.0;USA;2009;4.1;2.39;83.0;R;51697449.0
1418;274.0;Color;118.0;65.0;11000.0;980;638;25000;275131.0;English;203.0;257264644.0;USA;2011;7.3;1.89;17.0;R;57981889.0
1419;378.0;Color;114.0;0.0;24384.0;17098;1217;62244;204979.0;English;641.0;37040154.03;USA;2008;5.2;2.39;27.0;PG;78747585.0
1420;224.0;;126.0;124.0;316.0;0;0;0;42955.0;English;2668.0;581113465.4;USA;2002;6.1;2.39;87.0;PG-13;150350192.0
1421;82.0;Color;76.0;0.0;0.0;985;926;1233;47465.0;English;37.0;54501116.57;USA;2004;5.2;2.39;77.0;R;16964743.0
1422;309.0;Color;120.0;505.0;8340.0;968;868;13029;127984.0;English;390.0;198710164.8;USA;2010;6.5;2.39;9.0;PG-13;76418654.0
1423;178.0;Black and White;89.0;59.0;798.0;596;295;0;98160.0;English;378.0;13550320.46;USA;1998;7.0;2.39;12.0;R;8279017.0
1424;335.0;Color;120.0;555.0;33118.0;687;0;25218;12137.0;English;170.0;989439.3323;USA;2014;8.4;1.89;76.0;R;15785632.0
1425;613.0;Color;82.0;0.0;193.0;0;802;0;22.0;English;714.0;126927185.5;USA;2014;4.7;1.89;1.0;PG-13;109175568.8
1426;256.0;Color;111.0;175.0;1.0;376;231;0;115863.0;English;283.0;101218245.2;USA;1998;7.6;1.89;46.0;R;32541719.0
1427;118.0;Color;141.0;300.0;805.0;539;73;767;45975.0;English;148.0;4819810.0;USA;2004;6.2;2.39;24.0;R;16123851.0
1428;211.0;Color;94.0;252.0;47.0;37;14;13000;3924.0;French;170.0;158004.9259;USA;2009;7.3;2.39;20.0;R;110197.0
1429;68.0;Color;93.0;4.0;28.0;9;8;0;293800.0;English;50.0;15040510.0;USA;2012;5.9;1.89;14.0;R;25240988.0
1430;35.0;Color;96.0;0.0;4075.0;1257;924;291;104371.0;;19.0;15704647.84;USA;1999;6.6;1.89;75.0;R;5871603.0
1431;283.0;Color;;446.0;10000.0;973;877;11000;4195.0;English;348.0;198826883.0;USA;2010;6.3;1.89;27.0;PG-13;76418654.0
1432;421.0;Color;122.0;106.0;17843.0;2856;1346;22362;148327.0;English;300.0;43529465.33;USA;2014;5.1;2.39;5.0;R;10706786.0
1433;310.0;Color;83.0;122.0;7506.0;0;249;58717;77987.0;English;302.0;51665613.78;UK;2012;5.4;2.39;28.0;R;55682070.0
1434;213.0;Color;135.0;514.0;530.0;272;302;0;66915.0;Others;442.0;29705236.92;USA;2002;6.6;2.39;45.0;PG-13;72515360.0
1435;579.0;Color;93.0;0.0;0.0;0;0;997;248187.0;English;547.0;34685426.55;USA;2010;4.1;2.39;92.0;PG-13;63231524.0
1436;109.0;Color;44.0;0.0;0.0;0;25;213;69551.0;Others;42.0;4980240.661;USA;1995;6.5;1.89;1.0;R;1943649.0
1437;269.0;Color;162.0;0.0;28280.0;869;791;0;86410.0;English;320.0;21570202.47;;2008;7.0;2.39;70.0;R;12712093.0
1438;1.0;Color;111.0;0.0;698.0;132;109;1011;86501.0;English;36.0;17198481.79;USA;1984;5.5;1.89;20.0;PG-13;35324232.0
1439;30.0;Color;55.0;0.0;0.0;855;130;0;13321.0;English;28.0;2057930.647;USA;1999;6.0;2.39;20.0;R;1075288.0
1440;202.0;Color;56.0;248.0;0.0;0;0;0;40186.0;French;374.0;4719718.083;UK;2005;7.9;1.89;71.0;R;7002255.0
1441;331.0;Color;95.0;464.0;23000.0;17000;11000;40000;33387.0;English;494.0;28383330.0;USA;2009;7.7;1.89;14.0;R;32391374.0
1442;612.0;Color;121.0;252.0;13390.0;3494;519;23412;131447.0;English;227.0;123842370.1;USA;2013;6.7;1.89;45.0;PG-13;103028109.0
1443;1.0;Color;107.0;775.0;42194.0;17;518;0;71523.0;English;213.0;37637194.48;USA;2002;6.8;2.39;26.0;R;19179969.0
1444;101.0;Color;103.0;643.0;24000.0;1000;586;0;20657.0;English;180.0;95682656.0;USA;2000;5.5;2.39;5.0;;37752931.0
1445;69.0;Color;115.0;39.0;13000.0;481;254;0;42649.0;English;389.0;69841613.0;USA;1998;6.5;2.39;23.0;R;29753944.0
1446;44.0;Color;123.0;0.0;543.0;275;135;894;28951.0;English;119.0;804412.1956;USA;2011;4.8;2.39;15.0;R;578527.0
1447;526.0;Color;45.0;0.0;2874.0;1085;844;0;330637.0;English;725.0;110962035.9;USA;2001;6.0;1.89;76.0;Approved;100117603.0
1448;91.0;Color;110.0;164.0;258.0;218;45;328;45604.0;English;131.0;8816396.0;USA;1999;6.0;2.39;9.0;R;15156200.0
1449;294.0;;115.0;;1955.0;2349;1140;4702;150572.0;English;455.0;129202463.2;USA;2002;7.7;2.39;10.0;PG-13;58886029.24
1450;753.0;Color;136.0;0.0;109.0;174;283;0;300629.0;English;2904.0;56153477.77;UK;2005;7.0;1.89;63.0;PG-13;139259759.0
1451;154.0;Color;124.0;57.0;11000.0;3000;905;0;39416.0;English;231.0;7483695.0;USA;2007;7.5;1.89;2.0;R;19661987.0
1452;545.0;Color;95.0;13.0;4217.0;11000;20815;0;64449.0;English;592.0;116452681.6;USA;1996;4.0;2.39;15.0;;88658172.0
1453;1.0;Color;131.0;295.0;0.0;0;19;0;131548.0;French;346.0;478902.1784;UK;1985;8.5;2.39;100.0;R;5595428.0
1454;250.0;Color;62.0;0.0;20318.0;1198;0;0;109974.0;English;370.0;26913219.01;USA;1992;7.0;2.39;50.0;R;17791031.0
1455;248.0;;199.0;0.0;16414.0;3340;1125;0;1884.0;English;248.0;19132937.64;USA;2007;7.7;1.89;24.0;R;25031037.0
1456;260.0;Color;75.0;0.0;77458.0;1259;1518;0;22859.0;English;429.0;68010199.83;USA;2004;7.0;2.39;21.0;R;31597131.0
1457;356.0;Color;124.0;0.0;19277.0;7700;616;148443;21283.0;English;209.0;33049421.74;USA;2016;8.2;1.89;23.0;R;42335698.0
1458;274.0;;152.0;16000.0;869.0;87;174;0;52986.0;English;238.0;49322756.56;USA;2005;7.9;1.89;1.0;PG-13;66207920.0
1459;27.0;Color;81.0;8.0;844.0;456;341;588;292815.0;English;76.0;10125011.0;USA;1996;5.3;1.89;68.0;PG-13;26906039.0
1460;303.0;Color;139.0;0.0;0.0;0;0;35479;175889.0;English;352.0;106491434.8;USA;1951;9.3;1.89;28.0;R;56715371.0
1461;256.0;Color;96.0;1568.0;1161.0;1173;0;8477;224719.0;English;245.0;10149974.24;USA;2004;7.9;2.39;100.0;R;14359793.0
1462;666.0;Color;92.0;13000.0;925.0;692;217;15000;166968.0;English;306.0;27742621.0;USA;1988;7.5;1.89;42.0;PG-13;73326666.0
1463;16.0;Color;65.0;94.0;0.0;0;0;0;72243.0;English;330.0;180312386.2;USA;1995;8.3;2.39;74.0;R;66790248.0
